Hours_Studied,Attendance,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Internet_Access,Tutoring_Sessions,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score
22,74,Yes,6,73,Yes,3,Public,Positive,4,No,Postgraduate,Moderate,Female,71
17,71,Yes,9,83,Yes,2,Public,Neutral,5,No,High School,Near,Male,66
15,67,No,4,74,Yes,0,Public,Negative,3,No,College,Moderate,Male,61
21,90,Yes,8,62,Yes,2,Public,Negative,5,Yes,High School,Near,Male,67
21,70,Yes,4,94,Yes,0,Private,Neutral,2,No,College,Far,Male,65
17,78,No,8,88,Yes,0,Public,Negative,3,No,High School,Near,Female,65
17,75,Yes,6,80,No,1,Private,Positive,5,No,High School,Moderate,Male,65
21,99,No,8,85,Yes,4,Public,Positive,4,No,High School,Moderate,Male,73
11,76,Yes,7,71,No,1,Public,Neutral,2,No,College,Near,Male,62
12,63,Yes,5,69,Yes,0,Public,Negative,2,No,College,Moderate,Female,60
16,64,Yes,9,58,Yes,1,Public,Positive,3,No,College,Moderate,Female,61
19,84,Yes,8,90,Yes,2,Private,Neutral,3,No,Postgraduate,Far,Male,67
22,84,No,8,69,No,3,Private,Neutral,4,No,College,Near,Male,70
29,77,No,6,85,Yes,1,Public,Positive,1,No,College,Near,Male,69
25,77,Yes,8,65,No,0,Public,Positive,5,No,College,Far,Female,66
19,62,No,5,90,Yes,2,Public,Positive,3,No,College,Moderate,Male,64
20,81,Yes,4,55,Yes,1,Private,Positive,2,No,Postgraduate,Moderate,Male,68
14,80,Yes,5,81,Yes,1,Public,Positive,4,No,Postgraduate,Far,Female,67
20,66,No,6,90,Yes,0,Public,Neutral,1,No,College,Near,Female,64
18,64,Yes,6,83,Yes,2,Public,Positive,2,No,College,Near,Male,65
22,65,Yes,6,85,Yes,2,Public,Positive,3,Yes,Postgraduate,Near,Female,66
15,64,Yes,6,76,Yes,2,Private,Positive,4,Yes,High School,,Female,63
23,84,Yes,6,78,Yes,2,Public,Negative,2,No,High School,Moderate,Female,68
29,68,Yes,4,53,Yes,1,Private,Negative,4,No,High School,Far,Male,66
19,70,No,7,63,No,3,Public,Neutral,5,No,High School,Near,Male,63
22,67,No,7,86,Yes,1,Public,Positive,3,No,High School,Moderate,Female,63
24,98,Yes,6,97,Yes,1,Public,Positive,4,No,College,Far,Male,74
18,94,Yes,9,77,Yes,1,Public,Positive,2,No,College,Moderate,Male,70
21,69,Yes,7,86,Yes,2,Private,Neutral,3,No,High School,Near,Male,68
20,73,Yes,7,84,Yes,0,Public,Neutral,4,No,Postgraduate,Moderate,Female,66
21,68,No,8,100,Yes,0,Public,Positive,4,No,High School,Far,Male,63
15,80,No,5,90,Yes,4,Public,Positive,3,No,College,Far,Female,67
20,61,No,7,81,Yes,1,Public,Neutral,3,No,High School,Moderate,Male,62
23,87,No,8,56,Yes,1,Public,Positive,3,No,Postgraduate,Moderate,Male,71
29,81,No,7,68,Yes,2,Public,Neutral,4,No,Postgraduate,Near,Male,72
26,96,Yes,5,63,No,1,Private,Positive,2,No,Postgraduate,Near,Male,72
33,67,Yes,6,93,Yes,0,Public,Neutral,3,No,High School,Far,Female,68
15,92,Yes,7,72,Yes,1,Public,Negative,5,No,High School,Near,Female,66
25,92,No,4,77,Yes,0,Public,Positive,3,No,High School,Near,Male,70
21,65,Yes,5,98,No,2,Private,Positive,4,No,Postgraduate,Near,Male,66
33,76,Yes,10,92,Yes,1,Private,Positive,3,No,Postgraduate,Near,Female,72
15,67,Yes,8,89,Yes,0,Public,Neutral,4,No,High School,Moderate,Female,64
15,70,No,9,57,Yes,1,Private,Negative,3,No,High School,,Female,63
16,71,No,8,51,Yes,0,Public,Negative,2,No,Postgraduate,Far,Female,61
7,82,Yes,8,56,Yes,0,Private,Negative,2,No,High School,Far,Male,62
17,76,No,7,87,Yes,1,Public,Positive,4,No,High School,Near,Female,68
15,98,Yes,8,71,Yes,1,Public,Positive,3,No,High School,Near,Male,68
21,65,No,9,56,Yes,1,Public,Positive,5,No,High School,Moderate,Male,63
22,99,Yes,8,87,Yes,1,Private,Neutral,4,No,High School,Moderate,Female,70
31,69,Yes,7,60,Yes,1,Public,Neutral,3,No,Postgraduate,Near,Female,68
26,91,Yes,7,79,Yes,1,Private,Neutral,5,No,High School,Near,Female,72
17,74,Yes,8,87,Yes,4,Public,Positive,3,No,College,Near,Male,67
15,66,No,6,80,No,1,Private,Neutral,1,No,College,Near,Male,61
23,94,No,8,100,No,0,Public,Neutral,3,No,Postgraduate,Near,Male,69
12,72,Yes,6,72,Yes,2,Private,Negative,2,No,High School,Moderate,Female,61
31,86,Yes,6,66,Yes,3,Public,Positive,3,No,College,Moderate,Male,75
27,83,No,5,60,Yes,0,Public,Neutral,2,No,College,Moderate,Female,68
17,79,Yes,6,75,Yes,1,Public,Neutral,4,No,High School,Near,Male,65
10,80,Yes,6,93,Yes,4,Public,Negative,3,No,College,Moderate,Female,67
28,89,Yes,10,97,Yes,3,Public,Negative,6,No,High School,Near,Female,75
19,64,No,6,99,Yes,1,Public,Positive,3,No,College,Near,Male,64
27,87,No,8,77,Yes,1,Public,Neutral,4,No,High School,Moderate,Male,70
10,96,No,6,80,No,0,Public,Neutral,4,No,High School,Moderate,Female,67
16,62,Yes,7,79,Yes,2,Public,Neutral,3,No,High School,Near,Male,63
20,66,No,7,73,Yes,1,Public,Negative,4,No,College,,Female,65
20,89,Yes,4,58,Yes,1,Public,Positive,3,No,High School,Far,Female,67
17,77,Yes,5,53,Yes,2,Public,Neutral,3,No,College,Near,Male,86
24,76,No,6,72,Yes,3,Public,Neutral,3,Yes,High School,Moderate,Female,67
14,65,No,5,59,Yes,1,Public,Positive,4,No,Postgraduate,Far,Male,63
19,80,No,7,94,Yes,0,Public,Neutral,3,No,College,Moderate,Female,66
21,65,No,7,88,Yes,2,Private,Neutral,1,No,,Near,Male,65
23,79,No,5,81,Yes,1,Private,Neutral,3,No,High School,Near,Female,67
24,91,No,7,52,Yes,0,Public,Neutral,4,No,College,Near,Male,69
13,70,No,6,81,Yes,2,Public,Positive,2,No,Postgraduate,Near,Male,66
11,79,Yes,7,81,Yes,1,Public,Neutral,2,No,High School,Moderate,Male,64
28,100,Yes,6,72,Yes,1,Public,Negative,2,No,Postgraduate,Near,Female,73
22,87,No,8,83,Yes,1,Public,Neutral,1,No,College,Far,Male,66
16,94,No,9,93,Yes,1,Public,Negative,4,No,Postgraduate,Near,Female,68
29,77,Yes,8,88,Yes,0,Public,Positive,4,No,College,Moderate,Male,70
21,91,No,9,74,Yes,2,Private,Negative,2,No,,Near,Female,69
27,62,Yes,5,63,Yes,4,Public,Negative,4,No,High School,Near,Female,67
20,65,No,6,74,Yes,0,Private,Positive,3,No,College,Moderate,Male,62
32,68,No,8,97,Yes,1,Public,Positive,2,No,High School,Near,Male,68
31,76,Yes,9,91,Yes,1,Private,Neutral,4,No,Postgraduate,Near,Male,72
19,94,No,8,51,Yes,3,Private,Positive,5,No,Postgraduate,Near,Male,69
26,74,No,5,89,Yes,3,Private,Negative,2,No,High School,Near,Male,66
24,86,No,6,59,Yes,1,Public,Positive,3,No,High School,Moderate,Female,70
28,88,No,8,79,Yes,0,Public,Positive,3,No,High School,Far,Male,71
14,83,Yes,7,90,Yes,0,Public,Negative,3,No,College,Near,Female,65
24,74,Yes,6,78,Yes,3,Public,Positive,3,No,College,Near,Female,70
26,83,No,7,70,No,2,Public,Negative,4,Yes,High School,Moderate,Male,65
9,74,No,7,66,Yes,1,Private,Neutral,3,No,High School,Far,Female,62
13,63,Yes,5,65,Yes,2,Private,Neutral,2,No,High School,Far,Male,62
8,100,Yes,8,92,Yes,1,Public,Neutral,3,No,Postgraduate,Moderate,Female,70
18,65,Yes,6,91,No,5,Private,Neutral,3,No,College,Near,Male,66
24,63,Yes,7,91,Yes,4,Private,Positive,4,No,High School,Near,Female,67
29,95,No,9,64,Yes,1,Public,Positive,3,No,High School,Near,Female,72
20,72,Yes,7,90,Yes,0,Private,Negative,3,No,Postgraduate,Near,Female,66
30,86,Yes,8,52,Yes,2,Public,Negative,2,Yes,College,Moderate,Female,68
12,73,No,5,60,Yes,1,Public,Negative,4,No,High School,Moderate,Male,62
10,76,Yes,8,76,Yes,2,Private,Positive,3,Yes,Postgraduate,Moderate,Male,64
20,70,No,8,70,Yes,0,Public,Neutral,5,No,Postgraduate,Near,Female,65
22,74,Yes,6,56,Yes,4,Public,Negative,3,No,Postgraduate,Moderate,Male,66
20,76,No,7,52,Yes,2,Private,Neutral,3,No,High School,Near,Female,64
8,89,Yes,7,81,Yes,4,Public,Neutral,3,No,College,Near,Male,67
19,80,Yes,7,66,Yes,4,Public,Negative,4,No,College,Near,Female,69
12,98,Yes,8,51,Yes,0,Public,Positive,5,No,Postgraduate,Moderate,Male,68
24,62,No,6,72,Yes,2,Public,Neutral,4,No,High School,Near,Male,64
22,80,Yes,7,65,Yes,2,Private,Neutral,2,No,High School,Moderate,Female,68
14,83,Yes,9,79,Yes,1,Public,Positive,3,No,High School,Near,Male,64
17,97,No,9,96,Yes,0,Public,Negative,1,No,Postgraduate,Near,Male,71
14,62,Yes,8,65,Yes,3,Public,Negative,2,No,High School,Far,Male,61
20,83,No,7,100,Yes,4,Public,Negative,3,No,College,Near,Male,68
26,94,Yes,10,54,Yes,2,Public,Neutral,5,No,,Near,Male,73
14,70,Yes,9,54,No,3,Public,Positive,1,No,College,Near,Male,64
23,95,Yes,7,86,Yes,3,Public,Positive,4,Yes,Postgraduate,Far,Male,72
17,61,Yes,7,87,Yes,5,Public,Neutral,3,No,High School,Near,Male,65
15,89,Yes,6,71,Yes,1,Public,Positive,4,No,High School,Near,Female,68
19,97,Yes,8,64,Yes,2,Public,Positive,3,No,High School,Near,Male,71
14,86,Yes,8,90,No,3,Public,Negative,3,Yes,Postgraduate,Near,Male,65
17,78,No,8,98,Yes,2,Private,Positive,2,No,High School,Near,Male,66
13,62,No,7,99,Yes,4,Public,Positive,1,No,Postgraduate,Moderate,Female,63
32,97,No,5,82,Yes,1,Public,Neutral,3,No,High School,Moderate,Male,74
20,79,Yes,7,87,No,2,Private,Neutral,4,Yes,High School,Near,Female,66
16,61,No,8,91,Yes,2,Public,Neutral,3,No,College,Moderate,Male,63
21,88,Yes,6,90,Yes,2,Private,Neutral,4,No,High School,Moderate,Male,72
19,79,No,7,100,Yes,1,Public,Positive,2,No,College,Far,Female,69
19,65,Yes,9,91,Yes,1,Public,Positive,4,No,College,Near,Male,67
24,69,No,5,83,Yes,3,Private,Neutral,3,No,High School,Near,Male,66
25,63,No,7,69,Yes,0,Private,Negative,5,No,High School,Moderate,Female,64
17,83,No,9,80,Yes,4,Public,Negative,2,No,College,Near,Female,67
17,85,No,7,94,Yes,4,Public,Positive,3,No,College,Near,Female,69
18,80,Yes,6,65,Yes,2,Public,Negative,2,No,College,,Female,65
6,93,No,7,52,Yes,0,Public,Neutral,2,No,College,Near,Female,64
11,94,Yes,8,66,No,1,Public,Neutral,4,No,High School,Near,Female,65
28,85,Yes,7,98,Yes,2,Private,Positive,1,Yes,High School,Near,Male,72
30,61,Yes,8,90,Yes,2,Public,Negative,2,No,High School,Moderate,Female,66
19,88,No,7,59,Yes,2,Public,Neutral,3,No,College,Near,Female,66
23,77,Yes,7,51,Yes,1,Private,Positive,3,No,College,Moderate,Male,67
22,83,Yes,8,83,Yes,1,Private,Negative,3,Yes,Postgraduate,Moderate,Male,69
38,86,Yes,7,79,Yes,3,Public,Negative,3,No,High School,Near,Male,73
27,74,No,6,54,Yes,3,Public,Neutral,3,No,College,Near,Female,69
19,97,No,8,98,Yes,1,Private,Neutral,4,Yes,High School,Near,Male,68
14,65,Yes,7,81,Yes,1,Public,Positive,3,No,High School,Moderate,Female,61
10,87,Yes,6,83,No,0,Public,Positive,4,No,High School,Near,Male,63
21,60,Yes,8,93,Yes,0,Public,Positive,2,No,High School,Far,Female,63
15,97,Yes,9,67,Yes,1,Public,Neutral,2,No,College,Near,Male,68
11,65,No,7,78,Yes,2,Public,Neutral,3,No,Postgraduate,Near,Female,63
16,64,Yes,7,79,Yes,3,Private,Positive,4,Yes,Postgraduate,Near,Female,66
14,73,Yes,5,98,Yes,2,Public,Negative,4,No,High School,Moderate,Female,65
30,75,No,7,57,Yes,0,Public,Neutral,1,Yes,College,Near,Female,68
25,69,Yes,7,88,Yes,0,Public,Negative,4,No,College,Near,Female,66
20,83,No,7,79,No,2,Public,Positive,5,No,Postgraduate,Moderate,Male,66
29,78,No,6,92,Yes,2,Private,Negative,4,No,High School,Near,Male,70
20,61,Yes,8,92,Yes,0,Public,Negative,2,No,High School,Near,Female,61
15,73,Yes,7,51,Yes,2,Private,Negative,3,No,High School,Moderate,Male,61
29,92,Yes,10,63,Yes,1,Private,Negative,4,No,High School,Moderate,Male,71
23,88,Yes,7,59,Yes,1,Public,Negative,2,No,High School,Near,Male,67
14,89,Yes,4,73,Yes,2,Public,Negative,3,No,College,Near,Male,70
19,88,No,5,95,Yes,2,Private,Negative,4,No,College,Moderate,Male,69
15,72,No,8,50,Yes,2,Public,Neutral,4,No,High School,Near,Female,65
12,64,Yes,6,74,Yes,0,Public,Positive,2,No,High School,Moderate,Male,61
26,71,No,6,94,Yes,3,Public,Positive,4,No,Postgraduate,Near,Male,68
31,93,Yes,5,96,Yes,2,Public,Positive,2,No,High School,Near,Male,74
12,99,No,6,83,Yes,1,Public,Negative,3,No,High School,Near,Female,67
23,80,Yes,7,91,Yes,5,Public,Negative,1,No,High School,Near,Female,70
16,60,Yes,8,66,Yes,1,Private,Neutral,2,Yes,High School,Moderate,Female,59
17,66,No,5,64,Yes,0,Private,Neutral,2,No,College,Near,Male,64
16,73,Yes,8,52,Yes,2,Public,Positive,4,No,College,Near,Female,66
15,83,Yes,5,75,Yes,1,Public,Neutral,3,No,High School,Far,Female,63
20,63,Yes,8,73,Yes,0,Public,Neutral,3,No,College,Near,Female,61
15,98,Yes,8,69,Yes,2,Public,Neutral,4,No,High School,Moderate,Female,68
22,75,No,6,56,Yes,3,Private,Positive,3,No,High School,Far,Male,65
20,97,No,5,62,Yes,1,Private,Neutral,4,No,High School,Far,Male,69
19,91,Yes,8,60,Yes,2,Private,Neutral,4,No,High School,Moderate,Male,68
15,90,Yes,6,97,Yes,2,Public,Positive,2,No,High School,Near,Male,69
17,84,Yes,7,98,Yes,1,Public,Neutral,2,No,College,Far,Female,67
25,85,No,8,50,Yes,1,Public,Neutral,1,No,College,Moderate,Female,70
23,86,Yes,8,59,Yes,1,Public,Neutral,3,No,Postgraduate,Moderate,Female,68
14,85,No,6,94,Yes,0,Public,Positive,4,No,College,Near,Male,67
21,82,No,7,52,Yes,4,Public,Neutral,3,No,High School,Far,Male,67
25,99,Yes,6,97,Yes,0,Public,Positive,3,No,College,Moderate,Male,75
10,89,Yes,8,69,Yes,3,Public,Negative,4,No,College,Moderate,Male,63
23,91,No,9,77,Yes,1,Public,Positive,5,No,High School,Near,Male,70
16,95,Yes,6,88,Yes,2,Public,Positive,4,No,High School,Near,Female,70
23,69,Yes,7,62,Yes,1,Public,Neutral,4,Yes,High School,Far,Male,64
15,63,No,8,55,Yes,0,Public,Neutral,3,No,College,Near,Female,59
9,79,No,7,90,Yes,1,Public,Neutral,3,No,High School,Near,Male,63
10,81,Yes,8,99,No,2,Public,Positive,4,No,Postgraduate,Moderate,Female,67
20,93,Yes,7,83,Yes,0,Private,Negative,2,Yes,High School,Near,Male,68
22,78,Yes,5,91,Yes,0,Private,Negative,3,No,Postgraduate,Near,Male,68
15,83,No,7,97,Yes,2,Private,Neutral,2,No,High School,Near,Female,97
24,81,No,9,61,Yes,1,Public,Positive,4,No,College,Near,Female,66
10,62,No,7,68,Yes,3,Public,Neutral,3,No,Postgraduate,Near,Male,61
20,85,No,9,61,Yes,2,Public,Positive,3,No,College,Near,Male,70
13,93,Yes,4,53,Yes,1,Public,Positive,1,No,Postgraduate,Near,Male,65
16,66,Yes,8,87,Yes,3,Public,Positive,2,No,High School,Moderate,Female,64
20,84,Yes,6,57,Yes,2,Public,Positive,4,No,High School,Far,Female,69
15,84,No,6,55,Yes,1,Private,Negative,2,No,High School,Near,Male,64
18,67,Yes,9,68,Yes,2,Private,Negative,2,No,Postgraduate,Near,Male,61
26,65,No,7,53,Yes,3,Public,Positive,2,No,High School,Near,Female,64
17,99,No,6,59,Yes,0,Public,Neutral,3,No,High School,Moderate,Male,68
25,76,No,8,53,Yes,1,Public,Positive,3,Yes,High School,Far,Female,67
13,69,No,4,94,Yes,3,Public,Positive,3,Yes,High School,Near,Male,62
23,67,Yes,9,89,Yes,2,Public,Neutral,2,No,High School,Near,Female,66
29,87,Yes,10,93,Yes,1,Public,Neutral,4,No,High School,Moderate,Male,72
5,84,Yes,8,93,Yes,4,Public,Positive,3,No,College,Moderate,Male,68
15,86,Yes,8,97,Yes,4,Public,Positive,3,No,High School,Near,Male,71
23,64,Yes,7,59,Yes,3,Public,Positive,2,No,High School,Moderate,Female,65
19,96,Yes,5,95,No,2,Private,Neutral,3,No,High School,Moderate,Female,68
22,76,No,9,76,Yes,2,Public,Neutral,5,No,High School,Far,Female,65
16,73,Yes,8,58,Yes,1,Public,Neutral,4,No,High School,Near,Female,64
21,78,No,8,83,Yes,2,Public,Positive,4,Yes,High School,Far,Male,65
19,76,Yes,8,66,Yes,0,Private,Negative,4,Yes,High School,Near,Male,65
27,95,No,7,52,Yes,3,Private,Negative,3,No,College,Moderate,Female,73
22,97,Yes,6,54,Yes,1,Public,Positive,3,No,Postgraduate,Near,Male,72
22,72,Yes,10,71,Yes,1,Private,Negative,1,No,College,Near,Male,64
18,95,Yes,7,91,Yes,0,Public,Positive,4,Yes,Postgraduate,Moderate,Male,69
17,91,No,6,66,Yes,1,Private,Positive,3,No,High School,Near,Male,69
17,97,Yes,9,88,No,0,Public,Positive,2,No,High School,Near,Male,70
22,70,No,7,53,Yes,1,Public,Positive,3,No,High School,Near,Female,83
17,83,No,7,70,Yes,3,Private,Neutral,5,No,Postgraduate,Near,Female,68
22,71,Yes,9,56,Yes,1,Public,Neutral,3,Yes,College,Near,Female,84
32,93,Yes,8,93,Yes,1,Public,Negative,3,No,Postgraduate,Far,Female,75
25,60,No,8,98,Yes,1,Public,Neutral,5,No,Postgraduate,Near,Female,67
18,83,Yes,5,66,Yes,0,Private,Positive,4,No,Postgraduate,Near,Male,69
27,74,No,8,99,No,3,Public,Positive,4,No,High School,Near,Male,71
18,73,Yes,5,88,Yes,1,Public,Positive,5,No,College,Near,Female,66
8,86,No,6,50,Yes,1,Public,Positive,2,No,College,Near,Male,65
14,94,No,7,74,Yes,1,Private,Positive,5,No,College,Near,Male,70
9,84,No,7,92,Yes,1,Public,Negative,4,No,Postgraduate,Near,Male,66
18,94,Yes,8,77,Yes,3,Public,Positive,4,No,Postgraduate,Near,Male,74
20,71,No,8,77,Yes,0,Private,Neutral,4,No,High School,Moderate,Male,66
30,81,No,8,72,Yes,0,Public,Neutral,2,No,High School,Moderate,Male,68
22,78,Yes,5,70,Yes,2,Public,Positive,1,No,College,Near,Male,68
19,60,No,10,51,Yes,0,Public,Positive,3,Yes,College,Near,Female,62
25,82,Yes,7,81,Yes,2,Private,Neutral,2,No,Postgraduate,Moderate,Male,71
7,86,No,9,88,Yes,2,Public,Negative,2,No,College,Near,Female,63
21,84,No,4,90,Yes,2,Public,Neutral,3,No,High School,Far,Male,69
25,89,Yes,7,81,Yes,3,Public,Negative,0,No,College,Near,Male,71
11,83,Yes,5,67,Yes,1,Public,Positive,2,No,Postgraduate,Near,Male,66
27,63,No,6,51,Yes,0,Public,Positive,2,No,Postgraduate,Moderate,Male,64
22,65,Yes,7,95,Yes,3,Public,Positive,2,No,High School,Moderate,Female,65
18,84,No,6,71,Yes,4,Public,Positive,2,No,High School,Near,Female,69
24,71,No,9,80,Yes,2,Private,Positive,3,No,High School,Near,Female,66
34,63,Yes,10,60,Yes,1,Public,Negative,4,No,High School,Near,Female,67
21,77,Yes,6,57,Yes,4,Public,Negative,5,No,High School,Far,Male,65
21,82,Yes,6,54,Yes,3,Public,Negative,2,No,College,Moderate,Male,65
17,73,No,5,90,Yes,1,Private,Positive,4,No,High School,Near,Male,67
15,89,Yes,9,82,Yes,1,Public,Neutral,3,No,College,Near,Male,66
25,86,Yes,7,81,Yes,1,Public,Positive,1,No,High School,Near,Male,69
15,73,No,7,96,Yes,1,Public,Negative,2,No,College,,Male,64
20,90,Yes,7,58,Yes,1,Private,Neutral,4,No,High School,Near,Male,70
17,86,Yes,7,59,Yes,3,Public,Positive,3,No,Postgraduate,Moderate,Male,68
23,85,Yes,6,59,Yes,1,Public,Negative,1,No,,Near,Male,68
22,82,Yes,7,71,Yes,1,Private,Positive,3,No,High School,Near,Female,69
26,60,Yes,7,94,Yes,3,Public,Positive,2,No,High School,Moderate,Female,68
17,88,Yes,8,94,Yes,5,Public,Neutral,2,Yes,College,Near,Female,70
18,75,Yes,5,80,Yes,2,Public,Neutral,3,No,High School,Near,Female,67
14,98,Yes,7,83,No,3,Public,Positive,3,No,College,Near,Male,72
17,93,No,6,95,Yes,1,Public,Neutral,4,No,High School,Near,Male,69
22,84,No,7,81,Yes,1,Private,Positive,3,No,High School,Moderate,Male,69
25,70,Yes,8,61,No,3,Public,Positive,4,No,College,Moderate,Female,64
14,68,Yes,6,85,Yes,2,Public,Neutral,3,No,High School,Near,Female,63
25,74,Yes,9,88,Yes,3,Public,Neutral,3,Yes,High School,Near,Male,70
28,79,Yes,4,82,Yes,0,Private,Positive,3,No,High School,Near,Male,70
22,72,Yes,9,64,Yes,1,Public,Negative,2,No,College,Near,Female,66
31,81,No,9,70,Yes,1,Public,Neutral,4,No,Postgraduate,Near,Female,70
15,67,Yes,6,74,Yes,0,Public,Positive,2,No,Postgraduate,Near,Female,66
13,99,Yes,6,57,Yes,1,Public,Negative,5,No,College,Near,Male,68
9,64,No,5,73,Yes,1,Public,Positive,4,No,College,Near,Male,61
29,97,No,8,58,Yes,1,Private,Negative,4,No,College,Moderate,Female,72
24,97,No,7,75,Yes,1,Public,Negative,2,No,High School,Moderate,Female,69
20,81,Yes,6,53,Yes,0,Public,Neutral,4,No,,Far,Female,63
22,89,Yes,5,97,Yes,2,Private,Neutral,5,No,High School,Near,Male,72
13,77,Yes,10,62,Yes,1,Private,Neutral,4,No,College,Moderate,Male,65
35,85,Yes,6,73,Yes,1,Public,Negative,5,No,High School,Moderate,Female,74
21,74,Yes,7,52,Yes,1,Public,Negative,4,No,High School,Far,Male,62
21,72,No,7,60,Yes,0,Private,Neutral,4,No,Postgraduate,Near,Male,65
24,83,No,6,85,Yes,1,Public,Neutral,4,No,High School,Moderate,Female,68
23,80,Yes,6,56,Yes,3,Public,Positive,2,Yes,,Near,Male,66
21,83,Yes,6,81,Yes,3,Public,Negative,4,No,Postgraduate,Moderate,Male,71
15,71,No,8,50,Yes,1,Public,Neutral,2,Yes,Postgraduate,Near,Female,62
23,75,Yes,6,73,Yes,1,Public,Positive,2,No,High School,Moderate,Female,65
31,63,No,9,86,Yes,0,Public,Neutral,3,No,Postgraduate,Moderate,Male,68
28,62,No,6,96,Yes,4,Public,Positive,3,No,High School,Near,Male,70
30,70,No,8,75,Yes,1,Private,Positive,2,No,High School,Near,Female,67
17,63,No,4,92,Yes,2,Public,Negative,4,No,High School,Near,Female,63
14,64,Yes,6,90,Yes,0,Private,Negative,2,No,High School,Near,Female,63
19,93,No,6,65,Yes,0,Public,Neutral,3,No,High School,Near,Male,69
20,62,Yes,5,94,Yes,3,Public,Neutral,3,No,Postgraduate,Near,Male,66
27,86,Yes,7,82,Yes,2,Public,Positive,3,No,High School,Moderate,Female,70
10,71,Yes,7,55,Yes,2,Public,Positive,3,No,College,Near,Female,63
29,95,Yes,4,97,Yes,0,Private,Positive,4,Yes,College,Moderate,Female,72
19,79,Yes,10,59,Yes,1,Public,Neutral,3,Yes,College,Moderate,Male,65
17,72,Yes,7,74,Yes,2,Public,Positive,4,No,Postgraduate,Far,Male,67
14,81,Yes,7,73,No,1,Private,Positive,3,Yes,High School,Moderate,Male,63
10,75,No,9,81,Yes,3,Public,Negative,5,No,High School,Near,Female,65
25,83,Yes,8,83,Yes,2,Public,Neutral,1,Yes,High School,Moderate,Female,67
20,65,Yes,7,62,Yes,0,Public,Neutral,0,Yes,Postgraduate,Near,Male,80
12,100,Yes,4,68,Yes,2,Public,Neutral,3,No,College,Far,Male,68
12,77,Yes,8,57,Yes,2,Public,Negative,2,No,College,Moderate,Male,63
18,74,No,6,56,Yes,1,Private,Positive,3,No,College,Moderate,Male,64
30,88,No,9,91,Yes,3,Public,Positive,3,No,High School,Near,Female,73
18,75,Yes,6,88,Yes,2,Public,Negative,1,Yes,Postgraduate,Near,Female,66
11,93,Yes,6,72,Yes,2,Public,Negative,3,No,College,Moderate,Male,66
19,78,No,5,55,Yes,0,Public,Neutral,4,No,High School,Moderate,Male,66
18,89,Yes,5,72,Yes,4,Public,Neutral,2,No,High School,Near,Female,69
4,64,Yes,7,65,Yes,1,Public,Negative,4,No,High School,Far,Male,59
20,94,No,7,89,Yes,0,Private,Neutral,1,No,High School,Near,Male,68
19,89,No,6,55,Yes,1,Private,Neutral,3,No,Postgraduate,Moderate,Female,67
24,68,Yes,10,73,Yes,1,Public,Neutral,4,Yes,High School,Moderate,Female,64
31,66,Yes,8,80,Yes,0,Private,Negative,4,No,High School,Near,Female,65
27,73,No,7,99,Yes,1,Public,Positive,4,No,College,Near,Male,68
18,99,Yes,4,54,Yes,0,Public,Positive,3,No,Postgraduate,Moderate,Male,70
13,70,No,8,56,Yes,2,Public,Neutral,0,No,High School,Near,Male,62
35,78,Yes,10,99,Yes,1,Private,Positive,2,No,High School,Near,Male,72
20,61,Yes,7,70,Yes,1,Private,Positive,4,No,High School,Moderate,Female,62
